5105,10455,5
5107,17782,5
5109,10718,5
5111,23528,5
5113,19964,5
5115,64072,5
5117,8062,5
5119,391911,5
5121,17958,5
5123,24994,5
5125,122437,5
5127,10281,5
5129,7881,5
5131,127827,5
5133,17007,5
5135,17442,5
5137,12506,5
5139,38682,5
5141,16545,5
5143,239187,5
5145,78753,5
5147,6320,5
5149,21341,5
6000,39512223,6
6001,1671329,6
6003,1129,6
6005,39752,6
6007,219186,6
6009,45905,6
6011,21547,6
6013,1153526,6
6015,27812,6
6017,192843,6
6019,999101,6
6021,28393,6
6023,135558,6
6025,181215,6
6027,18039,6
6029,900202,6
6031,152940,6
6033,64386,6
6035,30573,6
6037,10039107,6
6039,157327,6
6041,258826,6
6043,17203,6
6045,86749,6
6047,277680,6
6049,8841,6
6051,14444,6
6053,434061,6
6055,137744,6
6057,99755,6
6059,3175692,6
6061,398329,6
6063,18807,6
6065,2470546,6
6067,1552058,6
6069,62808,6
6071,2180085,6
6073,3338330,6
6075,881549,6
6077,762148,6
6079,283111,6
6081,766573,6
6083,446499,6
6085,1927852,6
6087,273213,6
6089,180080,6
6091,3005,6
6093,43539,6
6095,447643,6
6097,494336,6
6099,550660,6
6101,96971,6
6103,65084,6
6105,12285,6
6107,466195,6
6109,54478,6
6111,846006,6
6113,220500,6
6115,78668,6
8000,5758736,8
8001,517421,8
8003,16233,8
8005,656590,8
8007,14029,8
8009,3581,8
8011,5577,8
8013,326196,8
8014,70465,8
8015,20356,8
8017,1831,8
8019,9700,8
8021,8205,8
8023,3887,8
8025,6061,8
8027,5068,8
8029,31162,8
8031,727211,8
8033,2055,8
8035,351154,8
8037,55127,8
8039,26729,8
8041,720403,8
8043,47839,8
8045,60061,8
8047,6243,8
8049,15734,8
8051,17462,8
8053,820,8
8055,6897,8
8057,1392,8
8059,582881,8
8061,1406,8
8063,7097,8
8065,8127,8
8067,56221,8
8069,356899,8
8071,14506,8
8073,5701,8
8075,22409,8
8077,154210,8
8079,769,8
8081,13283,8
8083,26183,8
8085,42758,8
8087,29068,8
8089,18278,8
8091,4952,8
8093,18845,8
8095,4265,8
8097,17767,8
8099,12172,8
8101,168424,8
8103,6324,8
8105,11267,8
8107,25638,8
8109,6824,8
8111,728,8
8113,8179,8
8115,2248,8
8117,31011,8
8119,25388,8
8121,4908,8
8123,324492,8
8125,10019,8
9000,3565287,9
9001,943332,9
9003,891720,9
9005,180333,9
9007,162436,9
9009,854757,9
9011,265206,9
9013,150721,9
9015,116782,9
10000,973764,10
10001,180786,10
10003,558753,10
10005,234225,10
11000,705749,11
11001,705749,11
12000,21477737,12
12001,269043,12
12003,29210,12
12005,174705,12
12007,28201,12
12009,601942,12
12011,1952778,12
12013,14105,12
12015,188910,12
12017,149657,12
12019,219252,12
12021,384902,12
12023,71686,12
12027,38001,12
12029,16826,12
12031,957755,12
12033,318316,12
12035,115081,12
12037,12125,12
12039,45660,12
12041,18582,12
12043,13811,12
12045,13639,12
12047,14428,12
12049,26937,12
12051,42022,12
12053,193920,12
12055,106221,12
12057,1471968,12
12059,19617,12
12061,159923,12
12063,46414,12
12065,14246,12
12067,8422,12
12069,367118,12
12071,770577,12
12073,293582,12
12075,41503,12
12077,8354,12
12079,18493,12
12081,403253,12
12083,365579,12
12085,161000,12
12086,2716940,12
12087,74228,12
12089,88625,12
12091,210738,12
12093,42168,12
12095,1393452,12
12097,375751,12
12099,1496770,12
12101,553947,12
12103,974996,12
12105,724777,12
12107,74521,12
12109,264672,12
12111,328297,12
12113,184313,12
12115,433742,12
12117,471826,12
12119,132420,12
12121,44417,12
12123,21569,12
12125,15237,12
12127,553284,12
12129,33739,12
12131,74071,12
12133,25473,12
13000,10617423,13
13001,18386,13
13003,8165,13
13005,11164,13
13007,3038,13
13009,44890,13
13011,19234,13
13013,83240,13
13015,107738,13
13017,16700,13
13019,19397,13
13021,153159,13
13023,12873,13
13025,19109,13
13027,15457,13
13029,39627,13
13031,79608,13
13033,22383,13
13035,24936,13
13037,6189,13
13039,54666,13
13043,10803,13
13045,119992,13
13047,67580,13
13049,13392,13
13051,289430,13
13053,10907,13
13055,24789,13
13057,258773,13
13059,128331,13
13061,2834,13
13063,292256,13
13065,6618,13
13067,760141,13
13069,43273,13
13071,45600,13
13073,156714,13
13075,17270,13
13077,148509,13
13079,12404,13
13081,22372,13
13083,16116,13
13085,26108,13
13087,26404,13
13089,759297,13
13091,20605,13
13093,13390,13
13095,87956,13
13097,146343,13
13099,10190,13
13101,4006,13
13103,64296,13
13105,19194,13
13107,22646,13
13109,10654,13
13111,26188,13
13113,114421,13
13115,98498,13
13117,244252,13
13119,23349,13
13121,1063937,13
13123,31369,13
13125,2971,13
13127,85292,13
13129,57963,13
13131,24633,13
13133,18324,13
13135,936250,13
13137,45328,13
13139,204441,13
13141,8457,13
13143,29792,13
13145,35236,13
13147,26205,13
13149,11923,13
13151,234561,13
13153,157863,13
13155,9416,13
13157,72977,13
13159,14219,13
13161,15115,13
13163,15362,13
13165,8676,13
13167,9643,13
13169,28735,13
13171,19077,13
13173,10423,13
13175,47546,13
13177,29992,13
13179,61435,13
13181,7921,13
13183,19559,13
13185,117406,13
13187,33610,13
13189,21312,13
13191,14378,13
13193,12947,13
13195,29880,13
13197,8359,13
13199,21167,13
13201,5718,13
13205,21863,13
13207,27578,13
13209,9172,13
13211,19276,13
13213,40096,13
13215,195769,13
13217,111744,13
13219,40280,13
13221,15259,13
13223,168667,13
13225,27546,13
13227,32591,13
13229,19465,13
13231,18962,13
13233,42613,13
13235,11137,13
13237,22119,13
13239,2299,13
13241,17137,13
13243,6778,13
13245,202518,13
13247,90896,13
13249,5257,13
13251,13966,13
13253,8090,13
13255,66703,13
13257,25925,13
13259,6621,13
13261,29524,13
13263,6195,13
13265,1537,13
13267,25286,13
13269,8020,13
13271,15860,13
13273,8531,13
13275,44451,13
13277,40644,13
13279,26830,13
13281,12037,13
13283,6901,13
13285,69922,13
13287,7985,13
13289,8120,13
13291,24511,13
13293,26320,13
13295,69761,13
13297,94593,13
13299,35734,13
13301,5254,13
13303,20374,13
13305,29927,13
13307,2607,13
13309,7855,13
13311,30798,13
13313,104628,13
13315,8635,13
13317,9777,13
13319,8954,13
13321,20247,13
15000,1415872,15
15001,201513,15
15003,974563,15
15005,86,15
15007,72293,15
15009,167417,15
16000,1787065,16
16001,481587,16
16003,4294,16
16005,87808,16
16007,6125,16
16009,9298,16
16011,46811,16
16013,23021,16
16015,7831,16
16017,45739,16
16019,119062,16
16021,12245,16
16023,2597,16
16025,1106,16
16027,229849,16
16029,7155,16
16031,24030,16
16033,845,16
16035,8756,16
16037,4315,16
16039,27511,16
16041,13876,16
16043,13099,16
16045,18112,16
16047,15179,16
16049,16667,16
16051,29871,16
16053,24412,16
16055,165697,16
16057,40108,16
16059,8027,16
16061,3838,16
16063,5366,16
16065,39907,16
16067,21039,16
16069,40408,16
16071,4531,16
16073,11823,16
16075,23951,16
16077,7681,16
16079,12882,16
16081,12142,16
16083,86878,16
16085,11392,16
16087,10194,16
17000,12671821,17
17001,65435,17
17003,5761,17
17005,16426,17
17007,53544,17
17009,6578,17
17011,32628,17
17013,4739,17
17015,14305,17
17017,12147,17
17019,209689,17
17021,32304,17
17023,15441,17
17025,13184,17
17027,37562,17
17029,50621,17
17031,5150233,17
17033,18667,17
17035,10766,17
17037,104897,17
17039,15638,17
17041,19465,17
17043,922921,17
17045,17161,17
17047,6395,17
17049,34008,17
17051,21336,17
17053,12961,17
17055,38469,17
17057,34340,17
17059,4828,17
17061,12969,17
17063,51054,17
17065,8116,17
17067,17708,17
17069,3821,17
17071,6646,17
17073,48913,17
17075,27114,17
17077,56750,17
17079,9610,17
17081,37684,17
17083,21773,17
17085,21235,17
17087,12417,17
17089,532403,17
17091,109862,17
17093,128990,17
17095,49699,17
17097,696535,17
17099,108669,17
17101,15678,17
17103,34096,17
17105,35648,17
17107,28618,17
17109,29682,17
17111,307774,17
17113,171517,17
17115,104009,17
17117,44926,17
17119,262966,17
17121,37205,17
17123,11438,17
17125,13359,17
17127,13772,17
17129,12196,17
17131,15437,17
17133,34637,17
17135,28414,17
17137,33658,17
17139,14501,17
17141,50643,17
17143,179179,17
17145,20916,17
17147,16344,17
17149,15561,17
17151,4177,17
17153,5335,17
17155,5739,17
17157,31782,17
17159,15513,17
17161,141879,17
17163,259686,17
17165,23491,17
17167,194672,17
17169,6768,17
17171,4951,17
17173,21634,17
17175,5342,17
17177,44498,17
17179,131803,17
17181,16653,17
17183,75758,17
17185,11520,17
17187,16844,17
17189,13887,17
17191,16215,17
17193,13537,17
17195,55175,17
17197,690743,17
17199,66597,17
17201,282572,17
17203,38459,17
18000,6732219,18
18001,35777,18
18003,379299,18
18005,83779,18
18007,8748,18
18009,11758,18
18011,67843,18
18013,15092,18
18015,20257,18
18017,37689,18
18019,118302,18
18021,26225,18
18023,32399,18
18025,10577,18
18027,33351,18
18029,49458,18
18031,26559,18
18033,43475,18
18035,114135,18
18037,42736,18
18039,206341,18
18041,23102,18
18043,78522,18
18045,16346,18
18047,22758,18
18049,19974,18
18051,33659,18
18053,65769,18
18055,31922,18
18057,338011,18
18059,78168,18
18061,40515,18
18063,170311,18
18065,47972,18
18067,82544,18
18069,36520,18
18071,44231,18
18073,33562,18
18075,20436,18
18077,32308,18
18079,27735,18
18081,158167,18
18083,36594,18
18085,79456,18
18087,39614,18
18089,485493,18
18091,109888,18
18093,45370,18
18095,129569,18
18097,964582,18
18099,46258,18
18101,10255,18
18103,35516,18
18105,148431,18
18107,38338,18
18109,70489,18
18111,13984,18
18113,47744,18
18115,5875,18
18117,19646,18
18119,20799,18
18121,16937,18
18123,19169,18
18125,12389,18
18127,170389,18
18129,25427,18
18131,12353,18
18133,37576,18
18135,24665,18
18137,28324,18
18139,16581,18
18141,271826,18
18143,23873,18
18145,44729,18
18147,20277,18
18149,22995,18
18151,34594,18
18153,20669,18
18155,10751,18
18157,195732,18
18159,15148,18
18161,7054,18
18163,181451,18
18165,15498,18
18167,107038,18
18169,30996,18
18171,8265,18
18173,62998,18
18175,28036,18
18177,65884,18
18179,28296,18
18181,24102,18
18183,33964,18
19000,3155070,19
19001,7152,19
19003,3602,19
19005,13687,19
19007,12426,19
19009,5496,19
19011,25645,19
19013,131228,19
19015,26234,19
19017,25062,19
19019,21175,19
19021,19620,19
19023,14439,19
19025,9668,19
19027,20165,19
19029,12836,19
19031,18627,19
19033,42450,19
19035,11235,19
19037,11933,19
19039,9395,19
19041,16016,19
19043,17549,19
19045,46429,19
19047,16820,19
19049,93453,19
19051,9000,19
19053,7870,19
19055,17011,19
19057,38967,19
19059,17258,19
19061,97311,19
19063,9208,19
19065,19650,19
19067,15642,19
19069,10070,19
19071,6960,19
19073,8888,19
19075,12232,19
19077,10689,19
19079,14773,19
19081,10630,19
19083,16846,19
19085,14049,19
19087,19954,19
19089,9158,19
19091,9558,19
19093,6860,19
19095,16184,19
19097,19439,19
19099,37185,19
19101,18295,19
19103,151140,19
19105,20681,19
19107,10246,19
19109,14813,19
19111,33657,19
19113,226706,19
19115,11035,19
19117,8600,19
19119,11755,19
19121,16338,19
19123,22095,19
19125,33253,19
19127,39369,19
19129,15109,19
19131,10586,19
19133,8615,19
19135,7707,19
19137,9917,19
19139,42664,19
19141,13753,19
19143,5958,19
19145,15107,19
19147,8886,19
19149,25177,19
19151,6619,19
19153,490161,19
19155,93206,19
19157,18504,19
19159,4894,19
19161,9721,19
19163,172943,19
19165,11454,19
19167,34855,19
19169,97117,19
19171,16854,19
19173,6121,19
19175,12241,19
19177,7044,19
19179,34969,19
19181,51466,19
19183,21965,19
19185,6441,19
19187,35904,19
19189,10354,19
19191,19991,19
19193,103107,19
19195,7381,19
19197,12562,19
20000,2913314,20
20001,12369,20
20003,7858,20
20005,16073,20
20007,4427,20
20009,25779,20
20011,14534,20
20013,9564,20
20015,66911,20
20017,2648,20
20019,3250,20
20021,19939,20
20023,2657,20
20025,1994,20
20027,8002,20
20029,8786,20
20031,8179,20
20033,1700,20
20035,34908,20
20037,38818,20
20039,2827,20
20041,18466,20
20043,7600,20
20045,122259,20
20047,2798,20
20049,2530,20
20051,28553,20
20053,6102,20
20055,36467,20
20057,33619,20
20059,25544,20
20061,31670,20
20063,2636,20
20065,2482,20
20067,7150,20
20069,5988,20
20071,1232,20
20073,5982,20
20075,2539,20
20077,5436,20
20079,34429,20
20081,3968,20
20083,1794,20
20085,13171,20
20087,19043,20
20089,2879,20
20091,602401,20
20093,3838,20
20095,7152,20
20097,2475,20
20099,19618,20
20101,1535,20
20103,81758,20
20105,2962,20
20107,9703,20
20109,2794,20
20111,33195,20
20113,28542,20
20115,11884,20
20117,9707,20
20119,4033,20
20121,34237,20
20123,5979,20
20125,31829,20
20127,5620,20
20129,2587,20
20131,10231,20
20133,16007,20
20135,2750,20
20137,5361,20
20139,15949,20
20141,3421,20
20143,5704,20
20145,6414,20
20147,5234,20
20149,24383,20
20151,9164,20
20153,2530,20
20155,61998,20
20157,4636,20
20159,9537,20
20161,74232,20
20163,4920,20
20165,3036,20
20167,6856,20
20169,54224,20
20171,4823,20
20173,516042,20
20175,21428,20
20177,176875,20
20179,2521,20
20181,5917,20
20183,3583,20
20185,4156,20
20187,2006,20
20189,5485,20
20191,22836,20
20193,7777,20
20195,2803,20
20197,6931,20
20199,1518,20
20201,5406,20
20203,2119,20
20205,8525,20
20207,3138,20
20209,165429,20
21000,4467673,21
21001,19202,21
21003,21315,21
21005,22747,21
21007,7888,21
21009,44249,21
21011,12500,21
21013,26032,21
21015,133581,21
21017,19788,21
21019,46718,21
21021,30060,21
21023,8303,21
21025,12630,21
21027,20477,21
21029,81676,21
21031,12879,21
21033,12747,21
21035,39001,21
21037,93584,21
21039,4760,21
21041,10631,21
21043,26797,21
21045,16159,21
21047,70461,21
21049,36263,21
21051,19901,21
21053,10218,21
21055,8806,21
21057,6614,21
21059,101511,21
21061,12150,21
21063,7517,21
21065,14106,21
21067,323152,21
21069,14581,21
21071,35589,21
21073,50991,21
21075,5969,21
21077,8869,21
21079,17666,21
21081,25069,21
21083,37266,21
21085,26427,21
21087,10941,21
21089,35098,21
21091,8722,21
21093,110958,21
21095,26010,21
21097,18886,21
21099,19035,21
21101,45210,21
21103,16126,21
21105,4380,21
21107,44686,21
21109,13329,21
21111,766757,21
21113,54115,21
21115,22188,21
21117,166998,21
21119,14806,21
21121,31145,21
21123,14398,21
21125,60813,21
21127,15317,21
21129,7403,21
21131,9877,21
21133,21553,21
21135,13275,21
21137,24549,21
21139,9194,21
21141,27102,21
21143,8210,21
21145,65418,21
21147,17231,21
21149,9207,21
21151,92987,21
21153,12161,21
21155,19273,21
21157,31100,21
21159,11195,21
21161,17070,21
21163,28572,21
21165,6489,21
21167,21933,21
21169,10071,21
21171,10650,21
21173,28157,21
21175,13309,21
21177,30622,21
21179,46233,21
21181,7269,21
21183,23994,21
21185,66799,21
21187,10901,21
21189,4415,21
21191,14590,21
21193,25758,21
21195,57876,21
21197,12359,21
21199,64979,21
21201,2108,21
21203,16695,21
21205,24460,21
21207,17923,21
21209,57004,21
21211,49024,21
21213,18572,21
21215,19351,21
21217,25769,21
21219,12294,21
21221,14651,21
21223,8471,21
21225,14381,21
21227,132896,21
21229,12095,21
21231,20333,21
21233,12942,21
21235,36264,21
21237,7157,21
21239,26734,21
22000,4648794,22
22001,62045,22
22003,25627,22
22005,126604,22
22007,21891,22
22009,40144,22
22011,37497,22
22013,13241,22
22015,127039,22
22017,240204,22
22019,203436,22
22021,9918,22
22023,6973,22
22025,9494,22
22027,15670,22
22029,19259,22
22031,27463,22
22033,440059,22
22035,6861,22
22037,19135,22
22039,33395,22
22041,20015,22
22043,22389,22
22045,69830,22
22047,32511,22
22049,15744,22
22051,432493,22
22053,31368,22
22055,244390,22
22057,97614,22
22059,14892,22
22061,46742,22
22063,140789,22
22065,10951,22
22067,24874,22
22069,38158,22
22071,390144,22
22073,153279,22
22075,23197,22
22077,21730,22
22079,129648,22
22081,8442,22
22083,20122,22
22085,23884,22
22087,47244,22
22089,53100,22
22091,10132,22
22093,21096,22
22095,42837,22
22097,82124,22
22099,53431,22
22101,49348,22
22103,260419,22
22105,134758,22
22107,4334,22
22109,110461,22
22111,22108,22
22113,59511,22
22115,47429,22
22117,46194,22
22119,38340,22
22121,26465,22
22123,10830,22
22125,15568,22
22127,13904,22
23000,1344212,23
23001,108277,23
23003,67055,23
23005,295003,23
23007,30199,23
23009,54987,23
23011,122302,23
23013,39772,23
23015,34634,23
23017,57975,23
23019,152148,23
23021,16785,23
23023,35856,23
23025,50484,23
23027,39715,23
23029,31379,23
23031,207641,23
24000,6045680,24
24001,70416,24
24003,579234,24
24005,827370,24
24009,92525,24
24011,33406,24
24013,168447,24
24015,102855,24
24017,163257,24
24019,31929,24
24021,259547,24
24023,29014,24
24025,255441,24
24027,325690,24
24029,19422,24
24031,1050688,24
24033,909327,24
24035,50381,24
24037,113510,24
24039,25616,24
24041,37181,24
24043,151049,24
24045,103609,24
24047,52276,24
24510,593490,24
25000,6892503,25
25001,212990,25
25003,124944,25
25005,565217,25
25007,17332,25
25009,789034,25
25011,70180,25
25013,466372,25
25015,160830,25
25017,1611699,25
25019,11399,25
25021,706775,25
25023,521202,25
25025,803907,25
25027,830622,25
26000,9986857,26
26001,10405,26
26003,9108,26
26005,118081,26
26007,28405,26
26009,23324,26
26011,14883,26
26013,8209,26
26015,61550,26
26017,103126,26
26019,17766,26
26021,153401,26
26023,43517,26
26025,134159,26
26027,51787,26
26029,26143,26
26031,25276,26
26033,37349,26
26035,30950,26
26037,79595,26
26039,14029,26
26041,35784,26
26043,25239,26
26045,110268,26
26047,33415,26
26049,405813,26
26051,25449,26
26053,13975,26
26055,93088,26
26057,40711,26
26059,45605,26
26061,35684,26
26063,30981,26
26065,292406,26
26067,64697,26
26069,25127,26
26071,11066,26
26073,69872,26
26075,158510,26
26077,265066,26
26079,18038,26
26081,656955,26
26083,2116,26
26085,11853,26
26087,87607,26
26089,21761,26
26091,98451,26
26093,191995,26
26095,6229,26
26097,10799,26
26099,873972,26
26101,24558,26
26103,66699,26
26105,29144,26
26107,43453,26
26109,22780,26
26111,83156,26
26113,15118,26
26115,150500,26
26117,63888,26
26119,9328,26
26121,173566,26
26123,48980,26
26125,1257584,26
26127,26467,26
26129,20997,26
26131,5720,26
26133,23460,26
26135,8241,26
26137,24668,26
26139,291830,26
26141,12592,26
26143,24019,26
26145,190539,26
26147,159128,26
26149,60964,26
26151,41170,26
26153,8094,26
26155,68122,26
26157,52245,26
26159,75677,26
26161,367601,26
26163,1749343,26
26165,33631,26
27000,5639632,27
27001,15886,27
27003,356921,27
27005,34423,27
27007,47188,27
27009,40889,27
27011,4991,27
27013,67653,27
27015,25008,27
27017,35871,27
27019,105089,27
27021,29779,27
27023,11800,27
27025,56579,27
27027,64222,27
27029,8818,27
27031,5463,27
27033,11196,27
27035,65055,27
27037,429021,27
27039,20934,27
27041,38141,27
27043,13653,27
27045,21067,27
27047,30281,27
27049,46340,27
27051,5972,27
27053,1265843,27
27055,18600,27
27057,21491,27
27059,40596,27
27061,45130,27
27063,9846,27
27065,16337,27
27067,43199,27
27069,4298,27
27071,12229,27
27073,6623,27
27075,10641,27
27077,3740,27
27079,28887,27
27081,5639,27
27083,25474,27
27085,35893,27
27087,5527,27
27089,9336,27
27091,19683,27
27093,23222,27
27095,26277,27
27097,33386,27
27099,40062,27
27101,8194,27
27103,34274,27
27105,21629,27
27107,6375,27
27109,158293,27
27111,58746,27
27113,14119,27
27115,29579,27
27117,9126,27
27119,31364,27
27121,11249,27
27123,550321,27
27125,4055,27
27127,15170,27
27129,14548,27
27131,66972,27
27133,9315,27
27135,15165,27
27137,199070,27
27139,149013,27
27141,97238,27
27143,14865,27
27145,161075,27
27147,36649,27
27149,9805,27
27151,9266,27
27153,24664,27
27155,3259,27
27157,21627,27
27159,13682,27
27161,18612,27
27163,262440,27
27165,10897,27
27167,6207,27
27169,50484,27
27171,138377,27
27173,9709,27
28000,2976149,28
28001,30693,28
28003,36953,28
28005,12297,28
28007,18174,28
28009,8259,28
28011,30628,28
28013,14361,28
28015,9947,28
28017,17103,28
28019,8210,28
28021,8988,28
28023,15541,28
28025,19316,28
28027,22124,28
28029,28065,28
28031,18636,28
28033,184945,28
28035,74897,28
28037,7713,28
28039,24500,28
28041,13586,28
28043,20758,28
28045,47632,28
28047,208080,28
28049,231840,28
28051,17010,28
28053,8064,28
28055,1327,28
28057,23390,28
28059,143617,28
28061,16383,28
28063,6990,28
28065,11128,28
28067,68098,28
28069,9742,28
28071,54019,28
28073,63343,28
28075,74125,28
28077,12586,28
28079,22786,28
28081,85436,28
28083,28183,28
28085,34153,28
28087,58595,28
28089,106272,28
28091,24573,28
28093,35294,28
28095,35252,28
28097,9775,28
28099,29118,28
28101,21018,28
28103,10417,28
28105,49587,28
28107,34192,28
28109,55535,28
28111,11973,28
28113,39288,28
28115,32174,28
28117,25126,28
28119,6792,28
28121,155271,28
28123,28124,28
28125,4321,28
28127,26658,28
28129,15916,28
28131,18336,28
28133,25110,28
28135,13809,28
28137,28321,28
28139,22015,28
28141,19383,28
28143,9632,28
28145,28815,28
28147,14286,28
28149,45381,28
28151,43909,28
28153,20183,28
28155,9689,28
28157,8630,28
28159,17955,28
28161,12108,28
28163,29690,28
29000,6137428,29
29001,25343,29
29003,17712,29
29005,5143,29
29007,25388,29
29009,35789,29
29011,11754,29
29013,16172,29
29015,19443,29
29017,12133,29
29019,180463,29
29021,87364,29
29023,42478,29
29025,9020,29
29027,44743,29
29029,46305,29
29031,78871,29
29033,8679,29
29035,5982,29
29037,105780,29
29039,14349,29
29041,7426,29
29043,88595,29
29045,6797,29
29047,249948,29
29049,20387,29
29051,76745,29
29053,17709,29
29055,23920,29
29057,7561,29
29059,16878,29
29061,8278,29
29063,12547,29
29065,15573,29
29067,13185,29
29069,29131,29
29071,103967,29
29073,14706,29
29075,6571,29
29077,293086,29
29079,9850,29
29081,8352,29
29083,21824,29
29085,9544,29
29087,4403,29
29089,10001,29
29091,40117,29
29093,10125,29
29095,703011,29
29097,121328,29
29099,225081,29
29101,54062,29
29103,3959,29
29105,35723,29
29107,32708,29
29109,38355,29
29111,9776,29
29113,59013,29
29115,11920,29
29117,15227,29
29119,22837,29
29121,15117,29
29123,12088,29
29125,8697,29
29127,28530,29
29129,3617,29
29131,25619,29
29133,13180,29
29135,16132,29
29137,8644,29
29139,11551,29
29141,20627,29
29143,17076,29
29145,58236,29
29147,22092,29
29149,10529,29
29151,13615,29
29153,9174,29
29155,15805,29
29157,19136,29
29159,42339,29
29161,44573,29
29163,18302,29
29165,104418,29
29167,32149,29
29169,52607,29
29171,4696,29
29173,10309,29
29175,24748,29
29177,23018,29
29179,6270,29
29181,13288,29
29183,402022,29
29185,9397,29
29186,17894,29
29187,67215,29
29189,994205,29
29195,22761,29
29197,4660,29
29199,4902,29
29201,38280,29
29203,8166,29
29205,5930,29
29207,29025,29
29209,31952,29
29211,6089,29
29213,55928,29
29215,25398,29
29217,20563,29
29219,35649,29
29221,24730,29
29223,12873,29
29225,39592,29
29227,2013,29
29229,18289,29
29510,300576,29
30000,1068778,30
30001,9453,30
30003,13319,30
30005,6681,30
30007,6237,30
30009,10725,30
30011,1252,30
30013,81366,30
30015,5635,30
30017,11402,30
30019,1690,30
30021,8613,30
30023,9140,30
30025,2846,30
30027,11050,30
30029,103806,30
30031,114434,30
30033,1258,30
30035,13753,30
30037,821,30
30039,3379,30
30041,16484,30
30043,12221,30
30045,2007,30
30047,30458,30
30049,69432,30
30051,2337,30
30053,19980,30
30055,1664,30
30057,8600,30
30059,1862,30
30061,4397,30
30063,119600,30
30065,4633,30
30067,16606,30
30069,487,30
30071,3954,30
30073,5911,30
30075,1682,30
30077,6890,30
30079,1077,30
30081,43806,30
30083,10803,30
30085,11004,30
30087,8937,30
30089,12113,30
30091,3309,30
30093,34915,30
30095,9642,30
30097,3737,30
30099,6147,30
30101,4736,30
30103,696,30
30105,7396,30
30107,2126,30
30109,969,30
30111,161300,30
31000,1934408,31
31001,31363,31
31003,6298,31
31005,463,31
31007,745,31
31009,465,31
31011,5192,31
31013,10783,31
31015,1919,31
31017,2955,31
31019,49659,31
31021,6459,31
31023,8016,31
31025,26248,31
31027,8402,31
31029,3924,31
31031,5689,31
31033,8910,31
31035,6203,31
31037,10709,31
31039,8846,31
31041,10777,31
31043,20026,31
31045,8589,31
31047,23595,31
31049,1794,31
31051,5636,31
31053,36565,31
31055,571327,31
31057,1693,31
31059,5462,31
31061,2979,31
31063,2627,31
31065,4676,31
31067,21513,31
31069,1837,31
31071,1969,31
31073,1990,31
31075,623,31
31077,2356,31
31079,61353,31
31081,9324,31
31083,3380,31
31085,922,31
31087,2762,31
31089,10067,31
31091,682,31
31093,6445,31
31095,7046,31
31097,5071,31
31099,6495,31
31101,8034,31
31103,806,31
31105,3632,31
31107,8332,31
31109,319090,31
31111,34914,31
31113,748,31
31115,664,31
31117,494,31
31119,35099,31
31121,7755,31
31123,4642,31
31125,3519,31
31127,6972,31
